Organization,Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost ,FY Total Cost  (Sub Projects)
Havard,CELL-CELL SIGNALING IN DEVELOPMENT AND REGENERATION OF VISUAL CONNECTIONS,NEI,8656110,5R01EY011559-22,5,R01,EY,11559,22,,,1872295,"FLANAGAN, JOHN G",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,455916,
Havard,PROSPECTIVE STUDY OF BIOMARKERS AND RISK FACTORS FOR ALS INCIDENCE AND PROGRESSIO,NINDS,8685338,5R01NS045893-09,5,R01,NS,45893,9,,,1899271,"ASCHERIO, ALBERTO ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,457361,
Havard,BIOSTATISTICS/EPIDEMIOLOGY TRAINING GRANTS IN AIDS,NIAID,8790237,2T32AI007358-26,2,T32,AI,7358,26,,,1870894,"PAGANO, MARCELLO ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,459182,
Havard,EPIDEMIOLOGY OF IMMUNOTOXICANT EXPOSURE IN CHILDREN,NIEHS,8625297,5R01ES012199-09,5,R01,ES,12199,9,,,1877010,"GRANDJEAN, PHILIPPE ADAM",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,462629,
Havard,T CELL ACTIVATION IN LYMPH NODES,NIAID,8648971,5R01AI069259-10,5,R01,AI,69259,10,,,1893535,"VON ANDRIAN, ULRICH H",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,471776,
Havard,THE RESIDENT CELL IN THE ASTHMATIC AIRWAY,NHLBI,8586543,5R01HL102373-04,5,R01,HL,102373,4,,,1887476,"FREDBERG, JEFFREY J ","TSCHUMPERLIN, DANIEL J.",HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,471842,
Havard,TRIAL OF VITAMIN D IN MATERNAL HIV PROGRESSION AND CHILD HEALTH,NICHD,8847099,1R01HD083113-01,1,R01,HD,83113,1,,,1890773,"FAWZI, WAFAIE W ","SUDFELD, CHRISTOPHER ",HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,473534,
Havard,OBESITY GENES; ENERGY REGULATION IN RESPONSE TO WEIGHT-LOSS DIETS,NIDDK,8676784,5R01DK091718-03,5,R01,DK,91718,3,,,9117842,"QI, LU ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,477042,
Havard,LUNG DISEASE IN CHINESE TEXTILE WORKERS,NIOSH,8710099,5R01OH002421-21,5,R01,OH,2421,21,,,1868404,"CHRISTIANI, DAVID C",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,477043,
Havard,NETWORK ANALYSIS OF SIGNAL TRANSDUCTION,NIDDK,8640168,5R01DK088718-05,5,R01,DK,88718,5,,,1963356,"PERRIMON, NORBERT ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,479107,
Havard,INFLUENCES ON PSYCHIATRIST PRESCRIBING OF ANTIPSYCHOTICS,NIMH,8605927,5R01MH093359-03,5,R01,MH,93359,3,,,1906467,"HUSKAMP, HAIDEN A. ","DONOHUE, JULIE MARIE",HARVARD MEDICAL SCHOOL, ,2014,483585,
Havard,CROSSOVER STUDY ON HUMAN EXPOSURE TO PHTHALATES AND MALE FERTILITY,NIEHS,8622192,5R01ES017285-05,5,R01,ES,17285,5,,,1871968,"HAUSER, RUSS B",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,485722,
Havard,REGULATION OF CYTOPLASMIC DYNEIN,NIGMS,8630495,1R01GM107214-01A1,1,R01,GM,107214,1,A1,,1880072,"RECK-PETERSON, SAMARA L ","LESCHZINER, ANDRES ",HARVARD MEDICAL SCHOOL, ,2014,486581,
Havard,PROTEIN TRANSPORT ACROSS MEMBRANES,NIGMS,8654338,5R01GM052586-20,5,R01,GM,52586,20,,,1893645,"RAPOPORT, TOM A",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,488906,
Havard,MULTI-ALLELIC COPY NUMBER VARIATION OF THE HUMAN GENOME,NHGRI,8704768,5R01HG006855-03,5,R01,HG,6855,3,,,9869798,"MCCARROLL, STEVEN ANDREW",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,490000,
Havard,ADULT BONE MASS REGULATION BY TYPE 2 BMP RECEPTORS,NIAMS,8692188,1R01AR064227-01A1,1,R01,AR,64227,1,A1,,1944055,"ROSEN, VICKI ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,491348,
Havard,GLOBAL CHARACTERIZATION OF UBIQUITIN INFORMATION NETWORKS WITH MASS SPECTROMETRY,NIGMS,8641377,5R01GM067945-11,5,R01,GM,67945,11,,,1879268,"GYGI, STEVEN P",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,494852,
Havard,INTERNATIONAL HERPES VACCINE PROJECT,NIAID,8681295,5R01AI057552-09,5,R01,AI,57552,9,,,1894203,"KNIPE, DAVID M",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,496204,
Havard,CELL CYCLE PROTEOMICSIN XENOPUS,NIGMS,8727071,5R01GM103785-03,5,R01,GM,103785,3,,,1863369,"KIRSCHNER, MARC WALLACE",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,496754,
Havard,DETERMINING UNIQUE GENE CONTROL MECHANISMS AND EXPRESSION PATTERNS IN CHILDREN WI,NIAID,8881563,1R56AI104974-01A1,1,R56,AI,104974,1,A1,,8627613,"MILNER, DANNY ARNOLD",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,497625,
Havard,HUMAN DECIDUAL LEUKOCYTES AND THEIR PLACENTAL LIGANDS,NIAID,8685873,5R01AI053330-10,5,R01,AI,53330,10,,,1863947,"STROMINGER, JACK L",Not Applicable,HARVARD UNIVERSITY, ,2014,499560,
Havard,BIOMETRY/EPIDEMIOLOGY TRAINING GRANT IN BIOSTATISTICS,NCI,8704725,5T32CA009337-34,5,T32,CA,9337,34,,,6473085,"PARMIGIANI, GIOVANNI LUIGI",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,503997,
Havard,METHODS FOR GENOME-WIDE ASSOCIATION STUDIES IN ADMIXED POPULATIONS,NHGRI,8662291,5R01HG006399-04,5,R01,HG,6399,4,,,8501823,"PRICE, ALKES L",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,504700,
Havard,FUNCTION AND MECHANISM OF THE HCV P7 CHANNEL AND ITS THERAPEUTIC POTENTIAL,NIAID,8880443,1R56AI112960-01,1,R56,AI,112960,1,,,1885291,"CHOU, JAMES J",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,507639,
Havard,ECOLOGICAL AND GENETIC CONTRIBUTIONS TO THE SPREAD OF RESISTANCE IN PNEUMOCOCCUS,NIAID,8667991,5R01AI106786-02,5,R01,AI,106786,2,,,10667348,"HANAGE, WILLIAM ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,507713,
Havard,MOLECULAR GENETICS OF HSV DNA POLYMERASE GENE,NIAID,8650766,5R01AI019838-29,5,R01,AI,19838,29,,,1888951,"COEN, DONALD M ","HOGLE, JAMES M",HARVARD MEDICAL SCHOOL, ,2014,508297,
Havard,BIRTH OUTCOMES SURVEILLANCE IN BOTSWANA,NICHD,8729127,1R01HD080471-01,1,R01,HD,80471,1,,,6079721,"SHAPIRO, ROGER L",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,510574,
Havard,TRIAL OF VITAMIN D IN HIV PROGRESSION,NIDDK,8628113,5R01DK098075-02,5,R01,DK,98075,2,,,1890773,"FAWZI, WAFAIE W",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,513392,
Havard,MOLECULAR CHAPERONES AND PROTEIN DEGRADATION,NIGMS,8710237,5R01GM051923-18,5,R01,GM,51923,18,,,1876808,"GOLDBERG, ALFRED L",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,513588,
Havard,OPTIMIZING DELIVERY OF ART/PREP FOR HIV PREVENTION THROUGH QUALITATIVE RESEARCH,NIMH,8731976,5R01MH101027-02,5,R01,MH,101027,2,,,1877897,"WARE, NORMA C ","KATABIRA, ELLY T",HARVARD MEDICAL SCHOOL, ,2014,515132,
Havard,REVERSE CORRELATION MAPPING IN FACE PATCHES,NEI,8676802,5R01EY016187-09,5,R01,EY,16187,9,,,1861166,"LIVINGSTONE, MARGARET S",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,518151,
Havard,NEW CHEMICAL METHODS FOR MOLECULAR IMAGING TO IMPACT CLINICAL CARE,NIBIB,8661770,5R01EB013042-04,5,R01,EB,13042,4,,,8960362,"RITTER, TOBIAS  ","HOOKER, JACOB M.",HARVARD UNIVERSITY, ,2014,518586,
Havard,EXPLAINING VARIATIONS IN END-OF-LIFE CARE INTENSITY,NCI,8681388,5R01CA164021-03,5,R01,CA,164021,3,,,2087176,"KEATING, NANCY L",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,522276,
Havard,CELL CYCLE REGULATION,NIGMS,8627814,2R01GM039023-27A1,2,R01,GM,39023,27,A1,,1863369,"KIRSCHNER, MARC WALLACE",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,522574,
Havard,DIETARY INTERVENTIONS; METABOLITES; AND RISK OF TYPE 2 DIABETES,NIDDK,8760615,1R01DK102896-01,1,R01,DK,102896,1,,,2087382,"HU, FRANK B ","MARTINEZ GONZALEZ, MIGUEL A.",HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,522729,
Havard,INTERGENERATIONAL IMPACT OF WAR: A PROSPECTIVE LONGITUDINAL STUDY,NICHD,8691944,5R01HD073349-03,5,R01,HD,73349,3,,,8468963,"BETANCOURT, THERESA STICHICK",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,524754,
Havard,HARVARD EDUCATION PROGRAM IN CANCER PREVENTION CONTROL,NCI,8608247,2R25CA057711-21,2,R25,CA,57711,21,,,1867373,"SORENSEN, GLORIAN C",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,525330,
Havard,HIV CURE STUDIES: RISK; RISK PERCEPTION; AND ETHICS,NIAID,8877034,1R56AI114617-01,1,R56,AI,114617,1,,,11644998,"EYAL, NIR ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,527747,
Havard,EARLY AND LATE-LIFE METAL EXPOSURES AND ALZHEIMER'S DISEASE,NIEHS,8754078,1R01ES024165-01,1,R01,ES,24165,1,,,1876230,"WEISSKOPF, MARC G",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,527915,
Havard,COMPARATIVE SAFETY OF COMMONLY PRESCRIBED PSYCHOTROPIC DRUGS IN PREGNANT WOMEN,NIMH,8632198,1R01MH100216-01A1,1,R01,MH,100216,1,A1,,8458591,"HERNANDEZ-DIAZ, SONIA ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,531296,
Havard,ROLE OF TBK1 POLYUBIQUITINATION IN INNATE ANTIVIRAL IMMUNITY,NIAID,8676641,5R01AI089829-04,5,R01,AI,89829,4,,,1860771,"DORF, MARTIN E",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,531662,
Havard,MECHANISM AND INHIBITION OF BACTERIAL TRANSGLYCOSYLASES AND TRANSPEPTIDASES.,NIGMS,8664874,5R01GM076710-08,5,R01,GM,76710,8,,,2206519,"WALKER, SUZANNE ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,533887,
Havard,TRAINING IN INTERDISCIPLINARY PULMONARY SCIENCES,NHLBI,8680283,5T32HL007118-39,5,T32,HL,7118,39,,,1887476,"FREDBERG, JEFFREY J",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,537747,
Havard,COORDINATE REGULATION OF BACTERIAL VIRULENCE FACTORS,NIAID,8756136,2R01AI026289-26A1,2,R01,AI,26289,26,A1,,1859172,"MEKALANOS, JOHN JOSEPH",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,538137,
Havard,STUDY OF BIOLOGICAL EVOLUTION OF STRUCTURE AND FUNCTION IN PROTEINS,NIGMS,8624697,5R01GM068670-11,5,R01,GM,68670,11,,,1881552,"SHAKHNOVICH, EUGENE I",Not Applicable,HARVARD UNIVERSITY, ,2014,539827,
Havard,TRAINING IN THE MOLECULAR BIOLOGY OF NEURODEGENERATION,NIA,8659312,5T32AG000222-23,5,T32,AG,222,23,,,3163073,"YANKNER, BRUCE A",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,542073,
Havard,A COHORT STUDY OF PRETERM DELIVERY IN RELATION TO PARTNER ABUSE; MOOD AND ANXIETY,NICHD,8708920,5R01HD059835-05,5,R01,HD,59835,5,,,1882003,"WILLIAMS, MICHELLE A.",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,546838,
Havard,MEASURING AND IMPROVING COLONOSCOPY QUALITY USING NATURAL LANGUAGE PROCESSING,NCI,8641674,5R01CA168959-03,5,R01,CA,168959,3,,,8210613,"MEHROTRA, ATEEV ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,547410,
Havard,R-SPONDIN3 AS A TARGET FOR ANABOLIC BONE THERAPY,NIAMS,8693390,1R01AR064724-01A1,1,R01,AR,64724,1,A1,,1877765,"BARON, ROLAND E",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,549085,
Havard,SHORT-TERM SYNAPTIC PLASTICITY IN THE CNS,NINDS,8662809,5R01NS032405-20,5,R01,NS,32405,20,,,1893205,"REGEHR, WADE G",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,550312,
Havard,MECHANISMS AND FUNCTION OF THE MICROTUBULE PODOSOME CONNECTION IN OSTEOCLASTS,NIAMS,8716522,5R01AR062054-03,5,R01,AR,62054,3,,,1877765,"BARON, ROLAND E",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,550789,
Havard,THE REGULATION OF THE PARATHYROID GLAND,NIDDK,8681436,5R01DK097105-03,5,R01,DK,97105,3,,,2206874,"LANSKE, BEATE ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,552570,
Havard,HEDGEHOG SIGNALING AND ORGANOGENESIS OF THE LIMB,NICHD,8680265,5R37HD032443-20,5,R37,HD,32443,20,,,1887350,"TABIN, CLIFFORD J",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,553611,
Havard,BIOGENESIS OF EXTRACELLULAR MATRIX,NIAMS,8703608,5R01AR036819-30,5,R01,AR,36819,30,,,1888767,"OLSEN, BJORN REINO",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,557343,
Havard,MRNA CAPPING ENZYME,NIGMS,8680248,5R01GM056663-16,5,R01,GM,56663,16,,,1887673,"BURATOWSKI, STEPHEN ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,559511,
Havard,BPA; PHTHALATES & STRESS: MECHANISMS AND INTERACTIONS FOR CHILDHOOD OBESITY,NIEHS,8708859,5R01ES021357-03,5,R01,ES,21357,3,,,8651962,"BACCARELLI, ANDREA  ","WRIGHT, ROBERT O",HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,560187,
Havard,OPTIMIZING COGNITIVE TRAINING TO IMPROVE FUNCTIONAL OUTCOME IN CLINICAL HIGH RISK,NIMH,8789537,1R01MH105246-01,1,R01,MH,105246,1,,,6580501,"HOOKER, CHRISTINE I'LEE",Not Applicable,HARVARD UNIVERSITY, ,2014,560915,
Havard,FUNCTIONAL CHARACTERIZATION OF AN INSULIN-LIKE PEPTIDE NETWORK THAT REGULATES LEA,NIGMS,8614331,1R01GM108962-01,1,R01,GM,108962,1,,,8961686,"ZHANG, YUN ",Not Applicable,HARVARD UNIVERSITY, ,2014,562558,
Havard,SYNAPTIC BASIS OF SLEEP CYCLE CONTROL,NIMH,8757889,2R01MH039683-29A1,2,R01,MH,39683,29,A1,,1857981,"MCCARLEY, ROBERT W",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,564262,
Havard,TECHNOLOGY DIFFUSION AND NEW DELIVERY MODELS,NIMH,8743290,5U01MH103018-02,5,U01,MH,103018,2,,,1968767,"NORMAND, SHARON-LISE TERESA ","HUSKAMP, HAIDEN A.",HARVARD MEDICAL SCHOOL, ,2014,565542,
Havard,PHYSIOLOGY OF LIPID DROPLETS AND TRIGLYCERIDE STORAGE,NIDDK,8888803,7R01DK101579-02,7,R01,DK,101579,2,,,1935794,"FARESE, ROBERT V ","WALTHER, TOBIAS ",HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,567335,
Havard,TRAINING PROGRAM IN ENVIRONMENTAL EPIDEMIOLOGY,NIEHS,8692768,5T32ES007069-35,5,T32,ES,7069,35,,,1868404,"CHRISTIANI, DAVID C",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,570867,
Havard,DISCOVERY; BIOLOGY AND RISK OF INHERITED VARIANTS IN BREAST CANCER,NCI,8871938,3U19CA148065-04S1,3,U19,CA,148065,4,S1,,2431169,"HUNTER, DAVID JOHN ","AHSAN, HABIBUL ;BRUGGE, JOAN SIEFERT;CHANOCK, STEPHEN J;CUZICK, JACK ;EASTON, DOUGLAS FREDERICK;FREEDMAN, MATTHEW L;GARBER, JUDY E.;GOLDGAR, DAVID E.;HAIMAN, CHRISTOPHER ALAN;KAAKS, RUDOLF ;KRAFT, PETER ;PRENTICE, ROSS L;QUACKENBUSH, JOHN ;TAMIMI, RULLA M;WHITTEMORE, ALICE ;ZHENG, WEI ",HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,574120,
Havard,MICROTUBULE DYNAMICS AND MITOTIC MECHANISM,NIGMS,8657048,5R01GM039565-27,5,R01,GM,39565,27,,,1964871,"MITCHISON, TIMOTHY J",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,574473,
Havard,VITAMIN D; EPSTEIN-BARR VIRUS INFECTION; AND CIGARETTE SMOKING AND RISK OF MULTIP,NINDS,8617874,5R01NS073633-04,5,R01,NS,73633,4,,,1899271,"ASCHERIO, ALBERTO ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,574568,
Havard,DNA METHYLATION AS A BIOMARKER OF EXPOSURE AND EFFECT FOR PARTICLES AND METALS,NIEHS,8677892,5R01ES015172-08,5,R01,ES,15172,8,,,1883453,"SCHWARTZ, JOEL D",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,580859,
Havard,THE ALGORITHMS USED BY THE GENOME TO INTERPRET NEURAL ACTIVITY,NIMH,8703802,5R01MH101528-02,5,R01,MH,101528,2,,,8659387,"GRAY, JESSE MICHAEL",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,583946,
Havard,ROLE OF ZFP521 IN BONE FORMATION AND ANABOLIC RESPONSES,NIAMS,8690760,5R01AR057769-05,5,R01,AR,57769,5,,,1877765,"BARON, ROLAND E",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,588607,
Havard,THE NEPRC SPF RHESUS MACAQUE BREEDING COLONY,OD,8707575,5U42OD010849-13,5,U42,OD,10849,13,,,1863826,"SPEALMAN, ROGER D",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,592204,
Havard,DIETARY PATTERNS AND RISK OF CARDIOVASCULAR DISEASE,NHLBI,8699252,5R01HL060712-13,5,R01,HL,60712,13,,,2087382,"HU, FRANK B",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,599709,
Havard,ELECTRICAL STIMULATION OF IMMEDIATE EARLY GENES,NINDS,8617305,5R37NS028829-25,5,R37,NS,28829,25,,,1870988,"GREENBERG, MICHAEL E",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,601630,
Havard,COPD AND RESPONSE TO TRAFFIC RELATED PARTICLES,NIEHS,8619624,5R01ES019853-03,5,R01,ES,19853,3,,,1865327,"GARSHICK, ERIC ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,602341,
Havard,MOLECULAR BASIS OF VIRAL INFECTIVITY,NIAID,8741151,2T32AI007245-31A1,2,T32,AI,7245,31,A1,,1894203,"KNIPE, DAVID M",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,602779,
Havard,MECHANICS OF MONOLAYER MIGRATION,NHLBI,8645707,5R01HL107561-04,5,R01,HL,107561,4,,,1887476,"FREDBERG, JEFFREY J",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,605931,
Havard,MEDITERRANEAN DIET; METABOLITES; AND CARDIOVASCULAR DISEASE,NHLBI,8853010,5R01HL118264-02,5,R01,HL,118264,2,,,2087382,"HU, FRANK B",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,611127,
Havard,HARVARD CLINICAL AND TRANSLATIONAL SCIENCE CENTER,NCATS,8743344,5TL1TR001101-02,5,TL1,TR,1101,2,,,1891584,"NADLER, LEE MARSHALL",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,611464,
Havard,SYSTEMS ANALYSIS OF CELL TYPE DIFFERENTIATION IN XENOPUS DEVELOPMENT,NICHD,8688292,5R01HD073104-03,5,R01,HD,73104,3,,,1863369,"KIRSCHNER, MARC WALLACE",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,611915,
Havard,PROGRAM FOR TRAINING IN CANCER EPIDEMIOLOGY,NCI,8667244,2T32CA009001-39,2,T32,CA,9001,39,,,1891567,"STAMPFER, MEIR ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,613607,
Havard,MENTAL HEALTH COVERAGE AND PAYMENT IN PRIVATE HEALTH PLANS,NIMH,8694370,2R01MH094290-03,2,R01,MH,94290,3,,,6276621,"MCGUIRE, THOMAS G.",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,615584,
Havard,NEUROTROPHIC FACTOR REGULATION OF GENE EXPRESSION,NINDS,8813922,2R01NS045500-27A1,2,R01,NS,45500,27,A1,,1870988,"GREENBERG, MICHAEL E",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,615631,
Havard,MOLECULAR AND EPIGENETIC MITOCHONDRIOMICS OF AIR PARTICLES; LEAD AND COGNITION,NIEHS,8663272,5R01ES021733-03,5,R01,ES,21733,3,,,8651962,"BACCARELLI, ANDREA ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,621274,
Havard,GLOBAL CARDIOVASCULAR DISEASE POLICY MODEL FOR SCREENING PREVENTION AND TREATMENT,NHLBI,8530270,5R01HL104284-04,5,R01,HL,104284,4,,,1871445,"GAZIANO, THOMAS A",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,625778,
Havard,PROTEIN/PROTEIN INTERACTIONS IN PROKARYOTIC GENE CONTROL,NIGMS,8641366,5R01GM044025-24,5,R01,GM,44025,24,,,1880280,"HOCHSCHILD, ANN ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,626078,
Havard,A WHOLE SYSTEMS APPROACH TO IMPLEMENTING STANDARDIZED DENTAL DIAGNOSTIC TERMS,NIDCR,8737879,5R01DE023061-02,5,R01,DE,23061,2,,,9594442,"KALENDERIAN, ELSBETH ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,628955,
Havard,CELLULAR AND DEVELOPMENTAL BIOLOGY,NIGMS,8700420,5T32GM007226-39,5,T32,GM,7226,39,,,7736225,"HARPER, JEFFREY W",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,631877,
Havard,MOLECULAR BIOPHYSICS TRAINING GRANT,NIGMS,8607736,2T32GM008313-26,2,T32,GM,8313,26,,,1888918,"HOGLE, JAMES M",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,631877,
Havard,PHD TRAINING IN NEUROSCIENCE,NIMH,8681521,5T32MH020017-17,5,T32,MH,20017,17,,,1893164,"SEGAL, ROSALIND A.",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,633137,
Havard,MATERNAL AND PATERNAL FLAME RETARDANT EXPOSURE; IMPACT ON FERTILITY AND PREGNANCY,NIEHS,8693389,1R01ES022955-01A1,1,R01,ES,22955,1,A1,,1871968,"HAUSER, RUSS B ","MEEKER, JOHN D",HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,636098,
Havard,DEVELOPMENTAL GENE NETWORKS OF 5HT NEURONS IN ADDICTION; AGGRESSION; AND ANXIETY,NIDA,8628623,1R01DA034022-01A1,1,R01,DA,34022,1,A1,,1896284,"DYMECKI, SUSAN M.",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,637552,
Havard,GENOME-WIDE LIGHT-INDUCIBLE TUNING OF TRANSCRIPTIONAL NETWORK DYNAMIC,NINDS,8660099,5R01NS073124-06,5,R01,NS,73124,6,,,8570565,"ARLOTTA, PAOLA  ","JOUNG, J. KEITH;ZHANG, FENG ",HARVARD UNIVERSITY, ,2014,640303,
Havard,WELFARE EFFECTS OF BALANCING THE FEDERAL SOCIAL SECURITY AND HEALTH CARE BUDGETS,NIA,8755943,1R01AG048037-01,1,R01,AG,48037,1,,,7688213,"CANNING, DAVID J",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,643338,
Havard,HUMAN CYTOMEGALOVIRUS NUCLEAR EGRESS: MOLECULAR MECHANISMS AND DRUG TARGETING,NIAID,8704099,5R01AI026077-27,5,R01,AI,26077,27,,,1888951,"COEN, DONALD M ","HOGLE, JAMES M",HARVARD MEDICAL SCHOOL, ,2014,647245,
Havard,SUPER-RESOLUTION IMAGING VIA PROGRAMMABLE AUTONOMOUS BLINKING,NIBIB,8737257,5R01EB018659-02,5,R01,EB,18659,2,,,9496387,"YIN, PENG ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,650220,
Havard,HUMAN EXPOSURE TO BISPHENOL A; PHTHALATES AND FERTILITY; PREGNANCY OUTCOMES,NIEHS,8759129,2R01ES009718-16,2,R01,ES,9718,16,,,1871968,"HAUSER, RUSS B",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,653231,
Havard,REDUCING SKIN CANCER RISK IN CHILDHOOD CANCER SURVIVORS,NCI,8665398,5R01CA175231-02,5,R01,CA,175231,2,,,6714436,"GELLER, ALAN CHARLES",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,654652,
Havard,TRIAL OF VITAMIN D SUPPLEMENTATION TO PREVENT TB INFECTION IN SCHOOLCHILDREN,NHLBI,8673990,1R01HL122624-01,1,R01,HL,122624,1,,,8786834,"DAVAASAMBUU, GANMAA ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,659269,
Havard,DYNAMIC CELLULAR ARCHITECTURE OF BACTERIA BY SYSTEM-WIDE SUPER-RESOLUTION IMAGING,NIGMS,8726432,5R01GM096450-05,5,R01,GM,96450,5,,,6139020,"ZHUANG, XIAOWEI  ","XIE, XIAOLIANG SUNNEY ",HARVARD UNIVERSITY, ,2014,666944,
Havard,NEW METHODS FOR THE DESIGN AND EVALUATION OF LARGE HIV PREVENTION INTERVENTIONS,NIAID,8729765,1R01AI112339-01,1,R01,AI,112339,1,,,1866553,"SPIEGELMAN, DONNA L",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,671787,
Havard,A COGNITIVE APPROACH TO REFINE AND ENHANCE USE OF A DENTAL DIAGNOSTIC TERMINOLOGY,NIDCR,8704121,5R01DE021051-05,5,R01,DE,21051,5,,,9594442,"KALENDERIAN, ELSBETH ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,672159,
